year,month,day,hour,longitude,latitude,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,dewpt
2021,1,1,0,74.3142,31.5657,5,7583.62,114.44,64.43,0.0,11.92,603.18,724.76,24.83,5.6,4.3
2021,1,1,1,74.3142,31.5657,5,8224.49,132.32,58.95,0.0,12.04,677.44,791.54,26.6,5.4,4.5
2021,1,1,2,74.3142,31.5657,5,9719.85,173.45,56.21,0.0,15.14,807.89,927.53,30.15,4.4,4.4
2021,1,1,3,74.3142,31.5657,5,11962.89,243.19,59.63,0.06,18.36,963.48,1092.38,30.4,5.3,4.8
2021,1,1,4,74.3142,31.5657,5,11749.27,227.09,82.25,1.34,19.55,917.97,1017.05,28.37,5.7,4.6
2021,1,1,5,74.3142,31.5657,5,12817.38,225.31,126.12,6.17,21.94,1010.35,1103.83,35.97,10.5,5.2
2021,1,1,6,74.3142,31.5657,5,13351.44,150.2,227.57,27.54,23.6,1124.45,1214.19,43.06,12.3,5.9
2021,1,1,7,74.3142,31.5657,5,4058.84,13.75,102.82,138.76,72.48,380.56,410.11,15.71,13.6,6.2
2021,1,1,8,74.3142,31.5657,5,3284.45,7.6,82.94,188.83,90.6,344.62,369.75,12.16,15.6,5.2
2021,1,1,9,74.3142,31.5657,5,3124.24,4.3,71.97,237.47,84.88,368.18,392.64,10.89,15.9,5.1
2021,1,1,10,74.3142,31.5657,5,4539.49,7.6,117.9,153.07,55.31,462.74,504.88,25.84,15.5,6.3
2021,1,1,11,74.3142,31.5657,5,6675.72,22.35,178.22,37.55,36.72,594.97,662.25,45.6,15.4,7.0
2021,1,1,12,74.3142,31.5657,5,8331.3,70.63,180.96,2.17,37.19,690.99,777.83,69.92,13.7,7.6
2021,1,1,13,74.3142,31.5657,5,8544.92,95.67,159.03,0.01,43.39,735.23,833.25,106.39,12.3,7.7
2021,1,1,14,74.3142,31.5657,5,8438.11,101.92,127.49,0.0,39.58,791.17,897.59,115.51,9.1,7.1
2021,1,1,15,74.3142,31.5657,5,8544.92,106.39,104.19,0.0,30.99,853.19,962.43,78.02,8.3,7.0
2021,1,1,16,74.3142,31.5657,5,8010.86,90.3,95.96,0.0,20.74,833.74,934.59,38.0,8.4,6.8
2021,1,1,17,74.3142,31.5657,5,7583.62,76.89,93.22,0.0,17.17,801.76,897.01,29.89,7.3,6.3
2021,1,1,18,74.3142,31.5657,5,7370.0,71.53,90.48,0.0,15.14,782.52,873.09,27.36,7.2,6.2
2021,1,1,19,74.3142,31.5657,5,6622.31,59.9,85.68,0.0,10.61,720.05,795.7,18.49,7.3,6.1
2021,1,1,20,74.3142,31.5657,5,5233.76,32.19,77.46,0.04,6.2,643.35,701.27,10.89,6.3,5.8
2021,1,1,21,74.3142,31.5657,5,4219.06,9.05,69.23,1.45,4.53,599.21,643.59,8.23,5.7,5.4
2021,1,1,22,74.3142,31.5657,5,3738.4,0.95,58.26,9.84,4.29,594.54,622.57,7.03,5.5,5.5
2021,1,1,23,74.3142,31.5657,5,3631.59,0.1,46.61,20.39,4.35,600.5,622.22,6.21,5.3,5.3
2021,1,2,0,74.3142,31.5657,5,3578.19,0.03,40.1,27.54,4.71,593.79,610.6,5.83,5.3,5.3
2021,1,2,1,74.3142,31.5657,5,3337.86,0.01,36.33,35.41,5.6,553.43,566.74,6.27,5.5,5.4
2021,1,2,2,74.3142,31.5657,5,3524.78,0.2,50.04,24.32,7.75,533.58,548.75,9.25,5.5,5.5
2021,1,2,3,74.3142,31.5657,5,3791.81,2.35,70.6,8.85,10.49,518.25,535.75,12.67,5.4,5.4
2021,1,2,4,74.3142,31.5657,5,3471.37,0.95,71.29,14.84,13.71,448.26,466.24,13.68,5.0,5.0
2021,1,2,5,74.3142,31.5657,5,3311.16,2.43,65.12,8.49,13.47,394.99,420.18,13.93,7.3,6.4
2021,1,2,6,74.3142,31.5657,5,2830.51,2.01,51.41,14.84,12.99,330.24,357.99,12.29,10.8,7.6
2021,1,2,7,74.3142,31.5657,5,1695.63,0.66,29.13,62.94,25.51,258.24,276.91,2.38,11.8,7.4
2021,1,2,8,74.3142,31.5657,5,1535.42,0.61,25.02,68.67,27.42,269.3,288.67,2.31,13.5,7.4
2021,1,2,9,74.3142,31.5657,5,1482.01,0.56,22.28,69.38,26.23,276.31,295.22,3.71,14.0,7.3
2021,1,2,10,74.3142,31.5657,5,1735.69,1.34,31.53,50.78,20.5,287.77,310.64,9.12,13.6,8.5
2021,1,2,11,74.3142,31.5657,5,2136.23,3.86,45.93,23.25,15.74,308.91,337.13,16.09,13.7,8.4
2021,1,2,12,74.3142,31.5657,5,2456.67,10.73,54.15,3.76,13.47,312.31,344.02,19.76,13.1,9.2
2021,1,2,13,74.3142,31.5657,5,2483.37,18.55,47.3,0.19,12.16,301.51,334.16,19.0,13.2,9.8
2021,1,2,14,74.3142,31.5657,5,2536.77,21.68,42.5,0.08,11.8,301.57,337.49,17.48,11.9,10.0
2021,1,2,15,74.3142,31.5657,5,2643.59,21.23,40.44,0.08,11.68,309.62,349.72,15.07,11.4,9.6
2021,1,2,16,74.3142,31.5657,5,2563.48,14.98,40.44,0.38,10.49,305.91,345.08,11.91,11.9,10.0
2021,1,2,17,74.3142,31.5657,5,2243.04,5.2,40.78,3.49,9.06,277.72,311.31,9.25,11.3,9.8
2021,1,2,18,74.3142,31.5657,5,1735.69,0.45,32.22,19.85,7.15,225.28,249.09,6.27,11.0,9.8
2021,1,2,19,74.3142,31.5657,5,1161.58,0.0,18.17,45.78,5.66,167.86,180.13,3.58,11.2,10.0
2021,1,2,20,74.3142,31.5657,5,974.66,0.0,13.54,52.93,5.07,146.07,153.8,3.14,10.7,10.0
2021,1,2,21,74.3142,31.5657,5,907.9,0.0,11.48,57.94,5.25,134.36,139.75,3.01,11.2,10.3
2021,1,2,22,74.3142,31.5657,5,847.82,0.0,10.03,64.37,5.6,123.35,127.27,2.95,10.6,9.9
2021,1,2,23,74.3142,31.5657,5,821.11,0.0,9.68,65.09,5.36,118.63,122.07,3.26,10.5,9.7
2021,1,3,0,74.3142,31.5657,5,821.11,0.0,10.28,60.8,5.36,119.66,122.93,3.67,10.9,9.9
2021,1,3,1,74.3142,31.5657,5,867.84,0.0,13.54,47.92,5.54,119.56,123.64,4.56,10.8,9.8
2021,1,3,2,74.3142,31.5657,5,1094.82,0.05,24.33,30.4,7.27,124.12,131.52,6.33,10.7,9.8
2021,1,3,3,74.3142,31.5657,5,1321.79,0.77,35.99,16.45,9.54,129.82,140.43,7.41,10.5,9.9
2021,1,3,4,74.3142,31.5657,5,1295.09,3.38,33.24,18.77,10.73,117.6,128.32,7.41,11.3,10.3
2021,1,3,5,74.3142,31.5657,5,1094.82,5.2,24.33,31.11,11.92,91.29,100.96,7.98,14.8,11.2
2021,1,3,6,74.3142,31.5657,5,907.9,4.97,19.19,44.35,14.31,70.07,78.23,8.36,15.7,11.5
2021,1,3,7,74.3142,31.5657,5,781.06,3.16,17.14,60.8,17.17,64.04,69.86,6.52,15.6,11.5
2021,1,3,8,74.3142,31.5657,5,727.65,1.5,16.28,71.53,16.45,70.2,74.57,5.38,17.1,12.1
2021,1,3,9,74.3142,31.5657,5,694.28,0.41,15.77,74.39,14.78,69.9,73.14,4.94,17.2,12.2
2021,1,3,10,74.3142,31.5657,5,694.28,0.01,16.79,70.81,13.71,65.37,68.23,4.88,15.5,14.0
2021,1,3,11,74.3142,31.5657,5,734.33,0.0,19.54,62.23,13.23,61.15,64.3,4.94,15.3,13.7
2021,1,3,12,74.3142,31.5657,5,767.71,0.0,23.65,51.5,13.11,54.11,57.46,4.62,16.2,14.0
2021,1,3,13,74.3142,31.5657,5,807.76,0.01,27.76,41.84,12.76,50.02,54.33,5.0,16.3,13.9
2021,1,3,14,74.3142,31.5657,5,867.84,0.02,29.82,36.48,13.11,53.75,60.04,6.21,15.2,13.6
2021,1,3,15,74.3142,31.5657,5,921.25,0.02,29.47,35.41,12.76,58.49,66.53,6.9,14.9,13.4
2021,1,3,16,74.3142,31.5657,5,921.25,0.01,26.73,37.19,11.44,59.58,68.08,6.9,15.1,13.5
2021,1,3,17,74.3142,31.5657,5,907.9,0.01,23.99,39.7,9.89,58.16,66.89,6.78,14.9,13.7
2021,1,3,18,74.3142,31.5657,5,854.49,0.0,21.08,41.84,8.46,53.77,61.81,5.95,14.8,13.5
2021,1,3,19,74.3142,31.5657,5,767.71,0.0,18.34,41.49,7.09,47.65,53.48,4.43,14.7,13.4
2021,1,3,20,74.3142,31.5657,5,767.71,0.01,17.48,37.19,6.74,47.35,52.24,4.37,13.5,12.6
2021,1,3,21,74.3142,31.5657,5,781.06,0.01,16.79,32.9,6.56,48.38,53.33,4.56,13.2,12.2
2021,1,3,22,74.3142,31.5657,5,787.74,0.01,16.62,28.97,6.68,47.7,52.77,4.56,13.4,12.5
2021,1,3,23,74.3142,31.5657,5,787.74,0.02,16.97,25.39,7.09,47.29,52.0,4.5,13.5,12.6
2021,1,4,0,74.3142,31.5657,5,807.76,0.05,18.17,21.99,7.75,49.7,54.01,4.43,13.4,12.5
2021,1,4,1,74.3142,31.5657,5,854.49,0.13,20.22,18.06,8.35,57.69,62.64,5.19,13.5,12.6
2021,1,4,2,74.3142,31.5657,5,1094.82,1.05,27.08,9.48,10.13,76.8,85.42,7.92,13.8,12.9
2021,1,4,3,74.3142,31.5657,5,1361.85,5.59,31.53,2.64,11.92,94.2,105.85,9.88,13.8,13.0
2021,1,4,4,74.3142,31.5657,5,1428.6,9.84,27.42,5.59,12.28,99.62,112.78,10.39,14.3,13.5
2021,1,4,5,74.3142,31.5657,5,1308.44,8.83,24.33,13.23,12.76,96.26,110.35,10.39,16.9,14.9
2021,1,4,6,74.3142,31.5657,5,1134.87,5.53,23.31,23.6,14.66,87.19,99.89,10.01,18.2,15.4
2021,1,4,7,74.3142,31.5657,5,814.44,1.87,17.48,57.22,17.64,74.2,81.26,5.07,19.0,15.3
2021,1,4,8,74.3142,31.5657,5,741.01,1.66,14.91,72.96,16.45,67.95,73.03,4.37,20.5,15.2
2021,1,4,9,74.3142,31.5657,5,727.65,1.69,14.74,78.68,15.97,66.63,71.0,4.81,20.4,15.7
2021,1,4,10,74.3142,31.5657,5,761.03,1.54,17.82,75.82,16.93,69.53,73.97,5.7,19.7,15.8
2021,1,4,11,74.3142,31.5657,5,821.11,0.89,23.31,63.66,17.88,70.22,74.88,6.02,19.9,15.8
2021,1,4,12,74.3142,31.5657,5,867.84,0.16,28.45,49.35,17.88,64.12,68.61,5.19,19.5,16.1
2021,1,4,13,74.3142,31.5657,5,907.9,0.01,31.19,42.56,16.45,56.02,60.73,4.81,19.5,16.4
2021,1,4,14,74.3142,31.5657,5,961.3,0.01,31.19,45.06,15.14,51.49,57.43,5.45,18.4,16.1
2021,1,4,15,74.3142,31.5657,5,1001.36,0.0,29.13,50.07,14.31,50.11,57.16,6.02,17.3,15.6
2021,1,4,16,74.3142,31.5657,5,974.66,0.0,25.71,55.08,12.99,47.49,54.48,5.89,16.4,15.2
2021,1,4,17,74.3142,31.5657,5,934.6,0.0,22.62,58.65,12.04,44.32,50.78,5.51,16.0,14.9
2021,1,4,18,74.3142,31.5657,5,847.82,0.0,19.71,63.66,11.09,38.85,43.8,4.37,15.9,14.6
2021,1,4,19,74.3142,31.5657,5,720.98,0.0,15.77,66.52,10.61,30.06,32.89,2.91,15.3,13.9
2021,1,4,20,74.3142,31.5657,5,654.22,0.0,13.2,62.23,10.25,23.08,25.35,2.79,14.0,12.7
2021,1,4,21,74.3142,31.5657,5,600.82,0.0,11.65,56.51,10.01,18.11,20.3,2.88,13.6,12.2
2021,1,4,22,74.3142,31.5657,5,587.46,0.0,11.65,50.78,10.37,16.6,19.01,3.07,13.9,12.8
2021,1,4,23,74.3142,31.5657,5,620.84,0.0,12.85,43.99,11.44,18.75,21.51,3.29,13.8,12.7
2021,1,5,0,74.3142,31.5657,5,660.9,0.0,14.22,38.27,11.68,22.57,25.56,3.48,13.7,12.8
2021,1,5,1,74.3142,31.5657,5,720.98,0.01,15.94,33.98,10.37,29.42,33.26,4.24,13.8,13.0
2021,1,5,2,74.3142,31.5657,5,947.95,0.1,23.65,26.11,10.73,46.11,53.1,6.52,14.2,13.5
2021,1,5,3,74.3142,31.5657,5,1174.93,0.38,32.22,19.85,11.44,60.32,69.4,7.73,15.3,14.3
2021,1,5,4,74.3142,31.5657,5,1108.17,0.46,29.47,31.47,11.33,57.79,65.36,6.84,15.5,14.6
2021,1,5,5,74.3142,31.5657,5,1028.06,0.56,25.71,41.13,11.8,52.38,59.19,6.71,15.9,15.0
2021,1,5,6,74.3142,31.5657,5,961.3,0.29,23.99,42.2,13.23,45.87,51.98,6.52,16.2,15.0
2021,1,5,7,74.3142,31.5657,5,907.9,0.03,23.31,42.56,15.74,38.32,43.5,5.7,16.7,15.2
2021,1,5,8,74.3142,31.5657,5,854.49,0.05,22.62,39.7,15.26,33.59,38.25,5.38,17.2,15.7
2021,1,5,9,74.3142,31.5657,5,834.47,0.12,22.62,32.19,14.19,30.9,35.21,5.51,16.6,15.7
2021,1,5,10,74.3142,31.5657,5,867.84,0.23,25.71,23.6,14.42,30.59,35.02,5.83,15.0,14.3
2021,1,5,11,74.3142,31.5657,5,934.6,0.46,29.82,16.27,14.31,31.68,36.52,5.95,15.0,14.3
2021,1,5,12,74.3142,31.5657,5,1014.71,1.09,34.27,10.37,13.47,32.76,37.71,5.7,15.4,14.7
2021,1,5,13,74.3142,31.5657,5,1028.06,1.34,35.3,8.76,12.88,33.4,38.35,5.51,15.8,14.9
2021,1,5,14,74.3142,31.5657,5,961.3,0.52,32.22,15.02,12.99,33.72,39.13,5.76,15.1,15.1
2021,1,5,15,74.3142,31.5657,5,854.49,0.1,27.08,25.03,12.88,35.02,40.43,5.51,15.0,15.0
2021,1,5,16,74.3142,31.5657,5,767.71,0.03,22.28,31.11,11.92,38.2,42.86,4.75,14.4,14.4
2021,1,5,17,74.3142,31.5657,5,814.44,0.04,22.62,28.97,12.64,46.94,51.66,4.62,13.9,13.9
2021,1,5,18,74.3142,31.5657,5,881.2,0.06,25.02,25.39,14.54,55.52,60.0,4.02,14.1,14.1
2021,1,5,19,74.3142,31.5657,5,907.9,0.08,27.08,21.82,16.21,60.4,64.06,3.04,14.2,14.2
2021,1,5,20,74.3142,31.5657,5,894.55,0.07,25.71,20.56,16.21,59.89,63.09,2.91,13.8,13.8
2021,1,5,21,74.3142,31.5657,5,881.2,0.06,23.65,20.39,15.74,58.45,61.51,3.26,13.9,13.9
2021,1,5,22,74.3142,31.5657,5,934.6,0.1,23.65,17.35,13.59,61.31,65.16,4.24,13.4,13.3
2021,1,5,23,74.3142,31.5657,5,1054.76,0.25,25.36,11.98,11.21,69.05,74.46,5.32,13.4,13.3
2021,1,6,0,74.3142,31.5657,5,1214.98,0.88,27.76,6.35,10.49,78.47,85.69,6.27,13.4,13.3
2021,1,6,1,74.3142,31.5657,5,1455.31,4.19,30.16,1.52,10.13,91.63,102.22,8.36,13.4,13.3
2021,1,6,2,74.3142,31.5657,5,2243.04,24.14,30.16,0.03,12.28,132.52,152.31,14.82,13.2,13.1
2021,1,6,3,74.3142,31.5657,5,3578.19,66.16,30.16,0.0,15.5,196.55,227.28,21.28,13.5,13.2
2021,1,6,4,74.3142,31.5657,5,4646.3,101.92,28.45,0.02,17.17,239.52,275.37,22.8,13.8,13.0
2021,1,6,5,74.3142,31.5657,5,5180.36,119.81,26.05,0.11,18.12,264.08,305.52,22.55,15.1,12.7
2021,1,6,6,74.3142,31.5657,5,5767.82,137.69,26.73,0.21,20.03,288.43,335.93,23.05,15.7,12.7
2021,1,6,7,74.3142,31.5657,5,2910.61,56.33,38.73,2.68,55.31,144.34,162.74,12.54,16.1,12.7
2021,1,6,8,74.3142,31.5657,5,2456.67,40.23,44.55,8.32,75.34,125.03,138.53,9.25,17.1,11.6
2021,1,6,9,74.3142,31.5657,5,2323.15,30.85,52.78,16.63,82.02,125.2,137.89,7.92,16.8,11.2
2021,1,6,10,74.3142,31.5657,5,2563.48,31.29,61.01,16.27,63.9,143.09,161.25,11.02,16.9,12.1
2021,1,6,11,74.3142,31.5657,5,3097.53,44.26,64.43,6.17,40.53,165.52,193.92,14.69,16.8,12.0
2021,1,6,12,74.3142,31.5657,5,3524.78,66.16,60.32,0.73,30.99,171.39,208.64,15.33,16.3,12.2
2021,1,6,13,74.3142,31.5657,5,3578.19,73.31,56.89,0.0,26.94,168.77,214.87,14.82,16.8,12.2
2021,1,6,14,74.3142,31.5657,5,3391.27,62.59,54.84,0.0,21.7,170.41,225.82,14.19,15.3,12.0
2021,1,6,15,74.3142,31.5657,5,3124.24,46.49,50.04,0.0,16.69,172.78,233.32,12.67,15.1,12.4
2021,1,6,16,74.3142,31.5657,5,2883.91,34.42,45.24,0.0,14.31,171.55,233.02,11.27,14.4,12.6
2021,1,6,17,74.3142,31.5657,5,2696.99,25.93,40.78,0.01,12.4,171.12,234.45,10.51,13.5,12.3
2021,1,6,18,74.3142,31.5657,5,2429.96,17.88,37.36,0.05,9.42,159.64,222.04,8.61,13.5,12.4
2021,1,6,19,74.3142,31.5657,5,2109.53,10.84,34.27,0.18,6.44,140.37,189.26,5.64,13.1,12.2
2021,1,6,20,74.3142,31.5657,5,1895.9,6.09,31.19,0.61,5.07,127.03,165.68,4.69,12.4,11.8
2021,1,6,21,74.3142,31.5657,5,1789.09,2.96,28.45,1.68,4.65,119.24,150.9,4.69,12.0,11.4
2021,1,6,22,74.3142,31.5657,5,1708.98,1.76,26.39,2.91,4.53,113.31,141.25,4.94,11.6,11.5
2021,1,6,23,74.3142,31.5657,5,1682.28,1.9,25.02,2.82,4.71,109.04,135.81,5.38,10.9,10.8
2021,1,7,0,74.3142,31.5657,5,1682.28,3.27,25.02,1.63,5.07,106.51,133.05,5.95,10.7,10.5
2021,1,7,1,74.3142,31.5657,5,1789.09,7.94,25.02,0.4,5.96,108.74,136.44,7.35,10.7,10.5
2021,1,7,2,74.3142,31.5657,5,2429.96,27.72,26.39,0.01,9.42,138.46,172.92,13.05,10.8,10.7
2021,1,7,3,74.3142,31.5657,5,3364.56,59.9,30.5,0.01,13.59,172.65,210.84,18.24,10.7,10.4
2021,1,7,4,74.3142,31.5657,5,3177.64,56.33,40.78,0.19,20.5,151.75,182.49,16.72,11.0,10.5
2021,1,7,5,74.3142,31.5657,5,3311.16,61.69,41.13,1.11,25.03,160.79,196.64,17.23,13.3,11.2
2021,1,7,6,74.3142,31.5657,5,3257.75,58.12,40.44,2.77,26.94,163.58,205.96,16.72,14.1,11.4
2021,1,7,7,74.3142,31.5657,5,1949.31,18.11,50.04,18.24,55.79,107.22,133.53,7.54,14.6,11.1
2021,1,7,8,74.3142,31.5657,5,1522.06,10.17,48.67,31.11,66.76,94.5,116.16,4.81,16.1,10.8
2021,1,7,9,74.3142,31.5657,5,1401.9,8.61,49.35,35.76,70.57,90.58,111.78,5.07,16.3,10.5
2021,1,7,10,74.3142,31.5657,5,2189.64,23.47,56.89,19.31,42.44,120.8,154.34,13.55,16.3,11.8
2021,1,7,11,74.3142,31.5657,5,3524.78,57.22,62.38,5.72,24.8,176.4,228.11,20.77,16.3,11.8
2021,1,7,12,74.3142,31.5657,5,4646.3,98.35,64.43,0.86,23.13,225.9,291.11,27.11,15.7,12.6
2021,1,7,13,74.3142,31.5657,5,5233.76,119.81,63.06,0.0,25.99,271.93,349.26,40.03,14.5,12.0
2021,1,7,14,74.3142,31.5657,5,6248.47,141.26,58.26,0.0,30.99,368.39,464.35,58.26,12.6,11.2
2021,1,7,15,74.3142,31.5657,5,8010.86,173.45,58.26,0.0,38.15,515.74,633.11,78.02,11.9,10.5
2021,1,7,16,74.3142,31.5657,5,9506.23,198.48,60.32,0.0,42.92,656.46,783.14,90.18,12.6,10.8
2021,1,7,17,74.3142,31.5657,5,10040.28,196.7,56.21,0.0,42.44,731.94,858.61,94.24,11.9,10.7
2021,1,7,18,74.3142,31.5657,5,9826.66,189.54,50.04,0.0,37.67,734.54,852.84,86.13,12.3,11.0
2021,1,7,19,74.3142,31.5657,5,8972.17,180.6,42.84,0.0,27.9,679.22,778.89,61.3,12.2,10.9
2021,1,7,20,74.3142,31.5657,5,7583.62,155.57,35.99,0.0,17.88,589.44,660.24,35.47,11.8,10.7
2021,1,7,21,74.3142,31.5657,5,6141.66,123.38,30.16,0.0,12.04,503.68,546.07,22.29,11.8,10.7
2021,1,7,22,74.3142,31.5657,5,5287.17,103.71,27.42,0.0,9.66,445.2,473.61,16.47,12.3,10.8
2021,1,7,23,74.3142,31.5657,5,5073.55,96.56,25.71,0.0,8.11,427.46,448.88,12.67,12.3,10.8
2021,1,8,0,74.3142,31.5657,5,5233.76,99.24,23.99,0.0,7.21,438.75,456.21,10.26,12.6,10.7
2021,1,8,1,74.3142,31.5657,5,5661.01,110.87,22.62,0.0,7.57,452.51,469.04,10.39,12.4,10.7
2021,1,8,2,74.3142,31.5657,5,7370.0,159.14,23.65,0.0,12.4,523.94,551.42,18.75,12.7,10.6
2021,1,8,3,74.3142,31.5657,5,10360.72,250.34,30.5,0.01,17.88,637.52,678.04,25.33,12.0,10.2
2021,1,8,4,74.3142,31.5657,5,6835.94,132.32,58.26,0.29,28.61,437.79,473.18,25.84,12.7,9.3
2021,1,8,5,74.3142,31.5657,5,6408.69,109.08,61.69,1.3,30.99,404.24,450.35,23.56,13.9,7.0
2021,1,8,6,74.3142,31.5657,5,6088.26,91.2,72.66,3.44,33.38,382.91,432.75,23.81,13.8,7.2
2021,1,8,7,74.3142,31.5657,5,4058.84,37.1,87.05,14.84,75.34,303.74,338.21,9.63,14.3,7.9
2021,1,8,8,74.3142,31.5657,5,3204.35,14.98,87.74,32.9,90.6,271.48,298.98,4.24,15.5,6.7
2021,1,8,9,74.3142,31.5657,5,3097.53,9.5,90.48,45.06,97.28,268.04,294.83,4.88,15.6,6.0
2021,1,8,10,74.3142,31.5657,5,4646.3,36.66,112.41,15.91,68.67,340.8,385.52,21.53,15.1,8.1
2021,1,8,11,74.3142,31.5657,5,7476.81,110.87,122.01,2.55,41.49,467.99,540.65,39.52,14.8,7.7
2021,1,8,12,74.3142,31.5657,5,10253.91,205.64,131.61,0.3,36.24,584.8,679.82,49.65,14.0,9.1
2021,1,8,13,74.3142,31.5657,5,11535.65,257.49,132.98,0.0,36.24,663.81,779.32,53.2,13.4,8.8
2021,1,8,14,74.3142,31.5657,5,10894.78,236.03,119.27,0.0,29.56,685.56,817.84,39.52,11.8,8.9
2021,1,8,15,74.3142,31.5657,5,8758.55,164.51,101.45,0.0,23.6,631.06,763.34,24.32,10.6,8.5
2021,1,8,16,74.3142,31.5657,5,6088.26,74.21,85.68,0.0,22.41,530.6,638.66,15.96,10.6,8.5
2021,1,8,17,74.3142,31.5657,5,6088.26,70.63,68.55,0.0,19.07,564.03,685.11,19.76,10.3,8.2
2021,1,8,18,74.3142,31.5657,5,6034.85,70.63,56.21,0.0,16.93,572.5,701.04,21.53,10.5,8.1
2021,1,8,19,74.3142,31.5657,5,5661.01,68.84,50.04,0.0,16.45,549.57,674.38,24.07,10.6,8.4
2021,1,8,20,74.3142,31.5657,5,5126.95,57.22,47.3,0.0,17.41,516.46,632.89,29.13,9.7,8.4
2021,1,8,21,74.3142,31.5657,5,4592.9,43.36,45.24,0.0,17.88,493.77,599.95,33.44,9.0,8.2
2021,1,8,22,74.3142,31.5657,5,4219.06,31.74,41.13,0.0,16.69,476.01,551.46,34.96,8.4,7.9
2021,1,8,23,74.3142,31.5657,5,3952.03,22.58,34.27,0.01,12.4,456.36,501.07,26.85,7.9,7.7
2021,1,9,0,74.3142,31.5657,5,3685.0,15.2,30.16,0.24,7.33,426.21,444.37,12.67,7.7,7.6
2021,1,9,1,74.3142,31.5657,5,2750.4,0.27,29.13,15.74,6.2,306.57,313.74,3.42,7.8,7.6
2021,1,9,2,74.3142,31.5657,5,2777.1,1.09,34.96,10.37,6.56,283.68,294.51,5.95,8.0,7.7
2021,1,9,3,74.3142,31.5657,5,3124.24,9.72,42.84,1.2,8.23,283.28,299.82,9.37,8.8,8.4
2021,1,9,4,74.3142,31.5657,5,3364.56,21.91,41.81,1.95,10.13,277.47,301.0,11.65,9.1,8.5
2021,1,9,5,74.3142,31.5657,5,3337.86,25.48,40.78,10.82,12.16,262.87,297.8,12.29,11.0,8.8
2021,1,9,6,74.3142,31.5657,5,3017.43,16.32,41.47,41.13,14.42,245.44,284.57,12.03,11.4,8.1
2021,1,9,7,74.3142,31.5657,5,1668.93,3.49,21.42,121.59,25.99,149.88,168.29,4.12,11.8,6.9
2021,1,9,8,74.3142,31.5657,5,1415.25,1.98,16.11,155.93,30.52,138.81,154.9,3.01,13.1,6.7
2021,1,9,9,74.3142,31.5657,5,1348.5,1.36,13.88,173.09,35.29,141.16,157.71,3.04,13.5,6.9
2021,1,9,10,74.3142,31.5657,5,1655.58,2.21,25.71,150.2,29.56,158.76,179.51,7.47,13.2,8.0
2021,1,9,11,74.3142,31.5657,5,2189.64,3.13,49.35,101.57,23.6,183.25,212.84,13.81,13.3,8.2
2021,1,9,12,74.3142,31.5657,5,2723.69,1.65,80.88,50.07,20.27,194.71,231.52,18.75,12.5,9.4
2021,1,9,13,74.3142,31.5657,5,3044.13,1.84,97.33,13.23,16.45,202.19,245.98,20.77,12.2,9.5
2021,1,9,14,74.3142,31.5657,5,3177.64,7.1,90.48,2.55,13.59,213.16,263.93,19.25,10.5,8.9
2021,1,9,15,74.3142,31.5657,5,3204.35,9.39,79.51,1.14,12.04,219.35,274.31,15.71,9.4,8.1
2021,1,9,16,74.3142,31.5657,5,3738.4,20.79,74.71,0.19,11.21,259.85,325.98,13.68,9.0,7.9
2021,1,9,17,74.3142,31.5657,5,4699.71,39.79,74.71,0.0,11.33,328.47,409.51,14.95,8.3,7.5
2021,1,9,18,74.3142,31.5657,5,5233.76,50.96,75.4,0.0,10.61,368.15,455.71,14.82,8.4,7.4
2021,1,9,19,74.3142,31.5657,5,5126.95,50.07,76.77,0.0,7.99,365.38,445.5,10.51,8.3,7.5
2021,1,9,20,74.3142,31.5657,5,4486.08,31.74,75.4,0.02,5.96,341.31,407.46,7.03,7.8,7.4
2021,1,9,21,74.3142,31.5657,5,3685.0,10.62,67.86,1.22,5.54,318.51,370.23,5.64,8.1,7.6
2021,1,9,22,74.3142,31.5657,5,2910.61,0.61,49.35,10.91,5.48,290.06,329.66,5.13,8.0,8.0
2021,1,9,23,74.3142,31.5657,5,2723.69,0.31,39.41,12.52,4.95,278.32,316.05,5.7,7.9,7.9
2021,1,10,0,74.3142,31.5657,5,2750.4,0.95,39.07,7.33,4.95,273.11,311.31,6.59,7.5,7.5
2021,1,10,1,74.3142,31.5657,5,2964.02,5.36,41.13,1.68,5.66,271.65,312.17,8.11,7.8,7.8
2021,1,10,2,74.3142,31.5657,5,3791.81,29.5,43.87,0.05,9.42,304.19,352.63,15.2,7.9,7.9
2021,1,10,3,74.3142,31.5657,5,4753.11,63.48,50.72,0.03,13.47,331.69,380.13,21.53,8.4,8.2
2021,1,10,4,74.3142,31.5657,5,4379.27,51.86,65.8,0.88,15.14,283.57,319.45,20.52,8.9,8.1
2021,1,10,5,74.3142,31.5657,5,5020.14,68.84,66.49,4.38,17.17,308.45,350.84,21.53,10.1,7.2
2021,1,10,6,74.3142,31.5657,5,5287.17,67.95,75.4,12.88,18.12,326.43,376.28,19.51,10.9,7.5
2021,1,10,7,74.3142,31.5657,5,2723.69,14.53,62.38,75.1,35.29,180.43,207.0,10.77,11.6,7.4
2021,1,10,8,74.3142,31.5657,5,2136.23,7.6,46.61,113.01,37.19,164.01,189.66,10.01,13.4,7.4
